==WARNING== Note: Running with uncontrolled GPU caches. Profiling results may be inconsistent.
==PROF== Connected to process 137364 (/home/lxt230026/miniconda3/bin/python3.13)
==PROF== Disconnected from process 137364
==PROF== Connected to process 137930 (/home/lxt230026/miniconda3/bin/python3.13)
==PROF== Disconnected from process 137930
==PROF== Connected to process 138496 (/home/lxt230026/miniconda3/bin/python3.13)
==PROF== Disconnected from process 138496
==PROF== Creating report from application replay data: 0%.....................100%
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"146","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","0.52"
"147","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","5,120"
"147","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","20,659,328"
"147","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","40.02"
"147","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,704"
"147","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","100.01"
"148","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","33,557,120"
"148","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","11,580,672"
"148","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","87.98"
"148","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,352"
"148","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","0.49"
"149","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","5,504"
"149","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","20,735,360"
"149","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","40.21"
"149","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,672"
"149","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","100.02"
"150","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","33,557,504"
"150","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","11,835,136"
"150","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","87.95"
"150","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,704"
"150","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","0.48"
"151","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","4,864"
"151","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","20,289,920"
"151","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","39.36"
"151","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,672"
"151","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","100.01"
"152","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","33,557,504"
"152","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","12,119,808"
"152","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","88.17"
"152","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,928"
"152","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","0.53"
"153","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","5,248"
"153","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","20,176,512"
"153","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","39.14"
"153","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,672"
"153","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","100.03"
"154","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","33,557,120"
"154","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","11,732,480"
"154","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","87.48"
"154","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,896"
"154","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","0.51"
"155","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","4,736"
"155","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","20,518,784"
"155","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","39.79"
"155","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,672"
"155","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","99.99"
"156","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","33,557,248"
"156","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","11,656,960"
"156","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","88.45"
"156","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,160"
"156","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","0.54"
"157","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","13,184"
"157","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","20,331,520"
"157","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","39.41"
"157","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,736"
"157","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","100.00"
"158","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","33,556,992"
"158","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","11,468,928"
"158","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","88.17"
"158","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,096"
"158","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","0.54"
"159","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","4,352"
"159","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","20,413,952"
"159","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","39.80"
"159","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,352"
"159","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","100.00"
"160","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","33,557,376"
"160","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","11,802,240"
"160","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","88.02"
"160","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,608"
"160","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","0.48"
"161","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","4,864"
"161","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","20,831,872"
"161","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","40.46"
"161","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,608"
"161","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","99.99"
"162","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","33,556,480"
"162","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","11,466,496"
"162","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","88.09"
"162","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,160"
"162","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","0.55"
"163","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","4,992"
"163","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","20,392,960"
"163","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","39.39"
"163","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,896"
"163","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","100.01"
"164","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","33,557,504"
"164","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","12,095,616"
"164","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","87.72"
"164","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","57,152"
"164","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","0.54"
"165","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","5,376"
"165","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","19,993,600"
"165","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","38.74"
"165","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,736"
"165","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","100.00"
"166","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","33,557,248"
"166","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","11,954,432"
"166","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","88.51"
"166","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,480"
"166","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","0.52"
"167","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","6,912"
"167","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","20,416,640"
"167","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","39.63"
"167","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,608"
"167","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","100.01"
"168","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","33,557,248"
"168","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","12,245,376"
"168","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","88.30"
"168","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,992"
"168","137364","python3.13","127.0.0.1","gn_stats(const float *, float *, float *, long, long, int)","1","7","(256, 1, 1)","(256, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","0.54"
"169","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","11,776"
"169","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_write.sum","byte","20,220,160"
"169","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","39.30"
"169","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","56,576"
"169","137364","python3.13","127.0.0.1","gn_apply(const float *, const float *, const float *, const float *, const float *, float *, long, long, long, int, int, int, double)","1","7","(256, 1, 1)","(1024, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","100.02"
